id,cve,title,description,severity,cvss,assetId,applicationId,scanner,pluginId,port,protocol,firstSeen,lastSeen,status,owner,dueDate,environment,internetExposed,exploitAvailable,businessCriticality,dataSensitivity,riskScore,epssScore,cwe,isDuplicate,parentFindingId,falsePositiveReason,affectedComponent
VULN-0068,CVE-2026-8626,SQL Injection in Spring Framework,SQL Injection in Spring Framework affecting VEND-PRTL-01. Category: SQL Injection. Identified during routine Tenable scan.,High,7.4,AST-031,APP-18,Tenable,TEN-835666,80,HTTPS,2026-07-10,2026-07-13,Triaged,Rahul Sharma,2026-07-25,Production,false,false,Low,Low,54,0.02,CWE-89 (SQL Injection),false,,,
VULN-0069,CVE-2026-7869,Information Disclosure via Log Output,Information Disclosure via Log Output affecting PAY-API-01. Category: Information Disclosure. Identified during routine Rapid7 scan.,Medium,5.5,AST-001,APP-01,Rapid7,RAP-348271,8443,HTTP,2026-06-03,2026-06-03,Closed,Priyanka Desai,2026-07-03,Production,true,false,Critical,High,51,0.28,CWE-532 (Insertion of Sensitive Information into Log File),false,,,
VULN-0070,CVE-2026-5995,Weak TLS Configuration (TLS 1.0),Weak TLS Configuration (TLS 1.0) affecting DEV-APP-08. Category: Weak Cryptography. Identified during routine Qualys scan.,Medium,4.9,AST-023,APP-13,Qualys,QUA-667758,5432,HTTPS,2026-06-13,2026-06-14,Accepted Risk,Amit Kumar,2026-07-13,Development,false,false,Low,Medium,31,0.24,CWE-326 (Inadequate Encryption Strength),false,,,
VULN-0071,CVE-2026-7223,Default Credentials on Management Interface,Default Credentials on Management Interface affecting PAY-API-02. Category: Default Credentials. Identified during routine Tenable scan.,Critical,9.9,AST-002,APP-01,Tenable,TEN-836331,8443,HTTP,2026-05-22,2026-05-22,Triaged,Priyanka Desai,2026-05-29,Production,true,false,Critical,High,96,0.4,CWE-798 (Use of Hard-coded Credentials),false,,,
VULN-0072,CVE-2026-9705,"Missing Security Headers (CSP, HSTS)","Missing Security Headers (CSP, HSTS) affecting WIN-PRD-01. Category: Security Misconfiguration. Identified during routine Qualys scan.",Low,1.3,AST-042,APP-17,Qualys,QUA-996665,5432,TLS,2026-06-08,2026-06-08,New,,2026-08-07,Production,false,true,Medium,Medium,18,0.12,CWE-693 (Protection Mechanism Failure),false,,,
VULN-0073,CVE-2026-7410,Deserialization Vulnerability in Java,Deserialization Vulnerability in Java affecting FRAUD-SVC-02. Category: Insecure Deserialization. Identified during routine Qualys scan.,High,8.2,AST-025,APP-14,Qualys,QUA-402014,22,HTTPS,2026-05-28,2026-05-31,Accepted Risk,Priya Nair,2026-06-12,Production,false,false,Low,High,59,0.92,CWE-502 (Deserialization of Untrusted Data),false,,,
VULN-0074,CVE-2026-3019,Buffer Overflow in glibc,Buffer Overflow in glibc affecting LINUX-PRD-08. Category: Buffer Overflow. Identified during routine Tenable scan.,Critical,9.1,AST-015,APP-07,Tenable,TEN-373655,8443,HTTPS,2026-06-09,2026-06-10,Remediating,Sanya Mehta,2026-06-16,Production,false,true,High,Medium,91,0.67,CWE-120 (Buffer Overflow),false,,,
VULN-0075,CVE-2026-2613,SQL Injection in Spring Framework,SQL Injection in Spring Framework affecting DB-PRD-02. Category: SQL Injection. Identified during routine Qualys scan.,High,7.3,AST-009,APP-04,Qualys,QUA-972112,5432,HTTPS,2026-04-11,2026-04-12,Closed,Neha Gupta,2026-04-26,Production,false,false,Low,Low,54,0.33,CWE-89 (SQL Injection),false,,,
VULN-0076,CVE-2026-8853,Cross-Site Scripting in React,Cross-Site Scripting in React affecting DOC-MGT-01. Category: Cross-Site Scripting. Identified during routine Rapid7 scan.,Medium,4.4,AST-032,APP-19,Rapid7,RAP-880220,1433,SSH,2026-06-07,2026-06-09,Validation,Vikram Patel,2026-07-07,Production,false,true,High,High,49,0.77,CWE-79 (Cross-Site Scripting),false,,,
VULN-0077,CVE-2026-5675,Improper Input Validation on File Upload,Improper Input Validation on File Upload affecting HR-PRTL-01. Category: Improper Input Validation. Identified during routine Qualys scan.,High,8.5,AST-030,APP-17,Qualys,QUA-444424,22,SSH,2026-08-14,2026-08-14,Validation,Karan Mehra,2026-08-29,Production,false,true,Critical,Low,72,0.45,CWE-434 (Unrestricted Upload of File with Dangerous Type),false,,,
VULN-0078,CVE-2026-5400,Cross-Site Scripting in React,Cross-Site Scripting in React affecting BATCH-SRV-05. Category: Cross-Site Scripting. Identified during routine Nessus scan.,Medium,5.6,AST-019,APP-09,Nessus,NES-566126,22,HTTP,2026-08-01,2026-08-02,Accepted Risk,Deepika Rao,2026-08-31,Production,false,false,Medium,High,38,0.63,CWE-79 (Cross-Site Scripting),false,,,
VULN-0079,CVE-2026-2856,XML External Entity Injection,XML External Entity Injection affecting PAY-API-DR. Category: XXE. Identified during routine Tenable scan.,High,8,AST-003,APP-01,Tenable,TEN-679800,1433,SSH,2026-08-13,2026-08-14,Assigned,Deepika Rao,2026-08-28,DR,false,true,High,Medium,71,0.36,CWE-611 (XML External Entity Reference),false,,,
VULN-0080,CVE-2026-2880,Insecure Direct Object Reference in API,Insecure Direct Object Reference in API affecting DOC-MGT-01. Category: IDOR. Identified during routine Rapid7 scan.,High,8.1,AST-032,APP-19,Rapid7,RAP-628351,8080,TLS,2026-07-07,2026-07-10,New,,2026-07-22,Production,false,true,Critical,Low,72,0.07,CWE-639 (Authorization Bypass Through User-Controlled Key),false,,,
VULN-0081,CVE-2026-8332,Insecure Direct Object Reference in API,Insecure Direct Object Reference in API affecting PAY-API-02. Category: IDOR. Identified during routine Rapid7 scan.,High,7.3,AST-002,APP-01,Rapid7,RAP-195632,80,TCP,2026-06-05,2026-06-06,New,,2026-06-20,Production,false,false,Medium,High,63,0.22,CWE-639 (Authorization Bypass Through User-Controlled Key),false,,,
VULN-0082,CVE-2026-3781,Default Credentials on Management Interface,Default Credentials on Management Interface affecting FRAUD-SVC-02. Category: Default Credentials. Identified during routine Qualys scan.,High,7.9,AST-025,APP-14,Qualys,QUA-875173,5432,TCP,2026-04-28,2026-04-29,Accepted Risk,Manish Tiwari,2026-05-13,Production,true,false,Medium,Low,65,0.43,CWE-798 (Use of Hard-coded Credentials),false,,,
VULN-0083,CVE-2026-7325,Denial of Service via Regex (ReDoS),Denial of Service via Regex (ReDoS) affecting DB-PRD-03. Category: Denial of Service. Identified during routine Qualys scan.,Medium,6.4,AST-010,APP-04,Qualys,QUA-315590,5432,HTTPS,2026-07-08,2026-07-09,Closed,Neha Gupta,2026-08-07,Production,false,false,Low,Medium,31,0.1,CWE-1333 (Inefficient Regular Expression Complexity),false,,,
VULN-0084,CVE-2026-9573,Weak TLS Configuration (TLS 1.0),Weak TLS Configuration (TLS 1.0) affecting BATCH-SRV-05. Category: Weak Cryptography. Identified during routine Qualys scan.,Medium,5.9,AST-019,APP-09,Qualys,QUA-620633,8080,TLS,2026-07-22,2026-07-23,Triaged,Vikram Patel,2026-08-21,Production,false,true,Critical,Medium,49,0.98,CWE-326 (Inadequate Encryption Strength),false,,,
VULN-0085,CVE-2026-1585,Authentication Bypass in Apache HTTP Server,Authentication Bypass in Apache HTTP Server affecting STATIC-CDN-03. Category: Authentication Bypass. Identified during routine Qualys scan.,Critical,9,AST-022,APP-12,Qualys,QUA-414857,80,TCP,2026-09-06,2026-09-06,Assigned,Sanya Mehta,2026-09-13,Production,false,false,Low,Low,74,0.7,CWE-287 (Improper Authentication),false,,,
VULN-0086,CVE-2026-3866,XML External Entity Injection,XML External Entity Injection affecting LINUX-PRD-07. Category: XXE. Identified during routine Tenable scan.,High,8,AST-014,APP-07,Tenable,TEN-724899,22,TLS,2026-08-28,2026-08-31,Assigned,Rajiv Sinha,2026-09-12,Production,false,false,Medium,Medium,60,0.49,CWE-611 (XML External Entity Reference),false,,,
VULN-0087,CVE-2026-4116,Information Disclosure via Log Output,Information Disclosure via Log Output affecting LOGS-AGG-01. Category: Information Disclosure. Identified during routine Nessus scan.,Medium,4.6,AST-021,APP-11,Nessus,NES-893404,8443,SSH,2026-09-04,2026-09-05,Assigned,Manish Tiwari,2026-10-04,Staging,true,false,Critical,Low,46,0.56,CWE-532 (Insertion of Sensitive Information into Log File),false,,,
VULN-0088,CVE-2026-6376,Server-Side Request Forgery in API Gateway,Server-Side Request Forgery in API Gateway affecting ESB-CORE-01. Category: SSRF. Identified during routine Rapid7 scan.,Critical,9.3,AST-013,APP-06,Rapid7,RAP-602611,80,TCP,2026-08-23,2026-08-25,Closed,Amit Kumar,2026-08-30,Production,true,true,High,High,99,0.83,CWE-918 (Server-Side Request Forgery),false,,,
VULN-0089,CVE-2026-4426,Authentication Bypass in Apache HTTP Server,Authentication Bypass in Apache HTTP Server affecting ANALYTICS-01. Category: Authentication Bypass. Identified during routine Qualys scan.,High,8.2,AST-039,APP-23,Qualys,QUA-164937,80,HTTPS,2026-06-26,2026-06-26,New,,2026-07-11,Production,true,true,Low,Medium,71,0.56,CWE-287 (Improper Authentication),false,,,
VULN-0090,CVE-2026-2640,Information Disclosure via Log Output,Information Disclosure via Log Output affecting WIN-PRD-01. Category: Information Disclosure. Identified during routine Rapid7 scan.,Low,1.3,AST-042,APP-17,Rapid7,RAP-531842,8443,HTTPS,2026-06-11,2026-06-12,Validation,Vikram Patel,2026-08-10,Production,false,false,Critical,High,19,0.8,CWE-532 (Insertion of Sensitive Information into Log File),false,,,
VULN-0091,CVE-2026-9033,Weak TLS Configuration (TLS 1.0),Weak TLS Configuration (TLS 1.0) affecting PAY-API-DR. Category: Weak Cryptography. Identified during routine Tenable scan.,Medium,6.4,AST-003,APP-01,Tenable,TEN-436805,1433,SSH,2026-08-12,2026-08-13,Closed,Rajiv Sinha,2026-09-11,DR,true,true,Medium,Low,48,0.45,CWE-326 (Inadequate Encryption Strength),false,,,
VULN-0092,CVE-2026-7559,Denial of Service via Regex (ReDoS),Denial of Service via Regex (ReDoS) affecting DB-PRD-03. Category: Denial of Service. Identified during routine Rapid7 scan.,Medium,4.1,AST-010,APP-04,Rapid7,RAP-237217,80,TCP,2026-06-11,2026-06-11,Validation,Arun Joshi,2026-07-11,Production,true,false,Medium,High,45,0.09,CWE-1333 (Inefficient Regular Expression Complexity),false,,,
VULN-0093,CVE-2026-5692,Privilege Escalation via Kernel Flaw,Privilege Escalation via Kernel Flaw affecting AUTH-SVC-01. Category: Privilege Escalation. Identified during routine Tenable scan.,Critical,9.2,AST-011,APP-05,Tenable,TEN-670523,1433,HTTPS,2026-07-28,2026-07-29,New,,2026-08-04,Production,false,true,Critical,Medium,94,0.82,CWE-269 (Improper Privilege Management),false,,,
VULN-0094,CVE-2026-3470,Information Disclosure via Log Output,Information Disclosure via Log Output affecting LOAN-APP-01. Category: Information Disclosure. Identified during routine Tenable scan.,Low,1.9,AST-026,APP-15,Tenable,TEN-454208,3306,HTTP,2026-06-03,2026-06-05,Triaged,Vikram Patel,2026-08-02,Production,false,true,Critical,Low,22,0.14,CWE-532 (Insertion of Sensitive Information into Log File),false,,,
VULN-0095,CVE-2026-8729,Buffer Overflow in glibc,Buffer Overflow in glibc affecting AUTH-SVC-01. Category: Buffer Overflow. Identified during routine Nessus scan.,Critical,9,AST-011,APP-05,Nessus,NES-685213,80,TLS,2026-04-29,2026-05-01,Accepted Risk,Arun Joshi,2026-05-06,Production,true,false,Low,Low,81,0.18,CWE-120 (Buffer Overflow),false,,,
VULN-0096,CVE-2026-1739,Deserialization Vulnerability in Java,Deserialization Vulnerability in Java affecting DB-PRD-03. Category: Insecure Deserialization. Identified during routine Nessus scan.,High,8.2,AST-010,APP-04,Nessus,NES-656060,443,SSH,2026-05-27,2026-05-29,Triaged,Arun Joshi,2026-06-11,Production,false,true,Low,Medium,64,0.8,CWE-502 (Deserialization of Untrusted Data),false,,,
VULN-0097,CVE-2026-3371,Server-Side Request Forgery in API Gateway,Server-Side Request Forgery in API Gateway affecting WEB-PRD-13. Category: SSRF. Identified during routine Tenable scan.,Critical,9.1,AST-008,APP-03,Tenable,TEN-984328,22,HTTPS,2026-05-10,2026-05-11,Remediating,Manish Tiwari,2026-05-17,Production,true,false,Medium,High,90,0.93,CWE-918 (Server-Side Request Forgery),false,,,
VULN-0098,CVE-2026-7331,Weak Password Hashing Algorithm (MD5),Weak Password Hashing Algorithm (MD5) affecting DB-PRD-03. Category: Weak Cryptography. Identified during routine Rapid7 scan.,Medium,6.4,AST-010,APP-04,Rapid7,RAP-246674,443,SSH,2026-05-24,2026-05-26,Accepted Risk,Manish Tiwari,2026-06-23,Production,false,false,Critical,High,44,0.33,CWE-916 (Use of Password Hash With Insufficient Computational Effort),false,,,
VULN-0099,CVE-2026-4191,Privilege Escalation via Kernel Flaw,Privilege Escalation via Kernel Flaw affecting PAY-API-02. Category: Privilege Escalation. Identified during routine Qualys scan.,Critical,9.4,AST-002,APP-01,Qualys,QUA-766213,5432,HTTPS,2026-04-15,2026-04-17,Remediating,Deepika Rao,2026-04-22,Production,false,false,Critical,Medium,86,0.23,CWE-269 (Improper Privilege Management),false,,,
VULN-0100,CVE-2026-3248,Privilege Escalation via Kernel Flaw,Privilege Escalation via Kernel Flaw affecting PAY-API-02. Category: Privilege Escalation. Identified during routine Rapid7 scan.,Critical,9.9,AST-002,APP-01,Rapid7,RAP-888788,3306,HTTPS,2026-04-20,2026-04-22,Accepted Risk,Arun Joshi,2026-04-27,Production,false,true,Low,Medium,84,0.76,CWE-269 (Improper Privilege Management),false,,,
VULN-0101,CVE-2026-4607,Buffer Overflow in glibc,Buffer Overflow in glibc affecting STATIC-CDN-03. Category: Buffer Overflow. Identified during routine Qualys scan.,Critical,9.4,AST-022,APP-12,Qualys,QUA-729505,5432,HTTP,2026-07-27,2026-07-29,Remediating,Arun Joshi,2026-08-03,Production,true,true,Low,High,94,0.44,CWE-120 (Buffer Overflow),false,,,
VULN-0102,CVE-2026-1316,Log4Shell Variant — Remote Code Execution,Log4Shell Variant — Remote Code Execution affecting PAY-API-02. Category: Remote Code Execution. Identified during routine Tenable scan.,Critical,9.1,AST-002,APP-01,Tenable,TEN-163961,22,SSH,2026-06-18,2026-06-20,Triaged,Anita Rao,2026-06-25,Production,false,false,Critical,Low,84,0.35,CWE-502 (Deserialization of Untrusted Data),false,,,
VULN-0103,CVE-2026-6948,Clickjacking — Missing X-Frame-Options,Clickjacking — Missing X-Frame-Options affecting CRM-APP-03. Category: Clickjacking. Identified during routine Nessus scan.,Low,0.9,AST-005,APP-02,Nessus,NES-936340,443,HTTPS,2026-07-19,2026-07-20,Accepted Risk,Tanmay Singh,2026-09-17,Production,true,false,Low,High,16,0.47,CWE-1021 (Improper Restriction of Rendered UI Layers),false,,,
VULN-0104,CVE-2026-8402,XML External Entity Injection,XML External Entity Injection affecting WEB-PRD-12. Category: XXE. Identified during routine Nessus scan.,High,7.8,AST-007,APP-03,Nessus,NES-580106,443,TLS,2026-04-27,2026-04-30,Triaged,Amit Kumar,2026-05-12,Production,true,false,Critical,Low,71,0.8,CWE-611 (XML External Entity Reference),false,,,
VULN-0105,CVE-2026-8711,Outdated SSL Certificate Chain,Outdated SSL Certificate Chain affecting LINUX-PRD-07. Category: Certificate Management. Identified during routine Qualys scan.,Low,2.8,AST-014,APP-07,Qualys,QUA-822204,5432,HTTPS,2026-06-21,2026-06-22,Triaged,Priya Nair,2026-08-20,Production,false,false,Critical,Low,14,0.41,CWE-295 (Improper Certificate Validation),false,,,
VULN-0106,CVE-2026-6208,Log4Shell Variant — Remote Code Execution,Log4Shell Variant — Remote Code Execution affecting WIN-PRD-01. Category: Remote Code Execution. Identified during routine Nessus scan.,Critical,9.1,AST-042,APP-17,Nessus,NES-874228,1433,HTTPS,2026-06-03,2026-06-03,Remediating,Arun Joshi,2026-06-10,Production,false,false,High,Low,81,0.15,CWE-502 (Deserialization of Untrusted Data),false,,,
VULN-0107,CVE-2026-5886,Deserialization Vulnerability in Java,Deserialization Vulnerability in Java affecting CRM-APP-01. Category: Insecure Deserialization. Identified during routine Qualys scan.,High,8.4,AST-004,APP-02,Qualys,QUA-409699,8080,SSH,2026-04-24,2026-04-27,Triaged,Neha Gupta,2026-05-09,Production,false,false,Critical,Medium,66,0.6,CWE-502 (Deserialization of Untrusted Data),false,,,
VULN-0108,CVE-2026-7147,Cross-Site Scripting in React,Cross-Site Scripting in React affecting DEV-APP-08. Category: Cross-Site Scripting. Identified during routine Tenable scan.,Medium,4.2,AST-023,APP-13,Tenable,TEN-460445,8080,HTTPS,2026-08-21,2026-08-24,Validation,Arun Joshi,2026-09-20,Development,true,false,High,Medium,45,0.52,CWE-79 (Cross-Site Scripting),false,,,
VULN-0109,CVE-2026-2958,XML External Entity Injection,XML External Entity Injection affecting TREAS-DB-01. Category: XXE. Identified during routine Qualys scan.,High,8.1,AST-029,APP-16,Qualys,QUA-289459,1433,TCP,2026-07-20,2026-07-20,Accepted Risk,Karan Mehra,2026-08-04,Production,false,false,Medium,High,63,0.92,CWE-611 (XML External Entity Reference),false,,,
VULN-0110,CVE-2026-5000,Weak Password Hashing Algorithm (MD5),Weak Password Hashing Algorithm (MD5) affecting NOTIF-SVC-01. Category: Weak Cryptography. Identified during routine Qualys scan.,High,8.8,AST-033,APP-20,Qualys,QUA-663307,8443,SSH,2026-08-26,2026-08-29,New,,2026-09-10,Production,false,false,High,High,66,0.9,CWE-916 (Use of Password Hash With Insufficient Computational Effort),false,,,
VULN-0111,CVE-2026-7959,Session Fixation Vulnerability,Session Fixation Vulnerability affecting HR-PRTL-01. Category: Session Management. Identified during routine Tenable scan.,Medium,4.6,AST-030,APP-17,Tenable,TEN-923250,8080,HTTPS,2026-07-16,2026-07-19,Accepted Risk,Sunita Iyer,2026-08-15,Production,false,false,Medium,High,38,0.89,CWE-384 (Session Fixation),false,,,
VULN-0112,CVE-2026-8452,Denial of Service via Regex (ReDoS),Denial of Service via Regex (ReDoS) affecting APIGW-02. Category: Denial of Service. Identified during routine Nessus scan.,Low,1.2,AST-036,APP-21,Nessus,NES-183541,8080,TCP,2026-05-03,2026-05-06,Triaged,Sanya Mehta,2026-07-02,Production,false,true,Critical,Low,22,0.01,CWE-1333 (Inefficient Regular Expression Complexity),false,,,
VULN-0113,CVE-2026-4777,Privilege Escalation via Kernel Flaw,Privilege Escalation via Kernel Flaw affecting LINUX-PRD-08. Category: Privilege Escalation. Identified during routine Qualys scan.,Critical,10,AST-015,APP-07,Qualys,QUA-690005,80,SSH,2026-06-24,2026-06-27,New,,2026-07-01,Production,true,false,Low,High,86,0.55,CWE-269 (Improper Privilege Management),false,,,
VULN-0114,CVE-2026-3090,Log4Shell Variant — Remote Code Execution,Log4Shell Variant — Remote Code Execution affecting LOAN-APP-01. Category: Remote Code Execution. Identified during routine Qualys scan.,Critical,9.4,AST-026,APP-15,Qualys,QUA-494167,443,HTTPS,2026-05-02,2026-05-04,Remediating,Priya Nair,2026-05-09,Production,false,false,Critical,Medium,86,0.68,CWE-502 (Deserialization of Untrusted Data),false,,,
VULN-0115,CVE-2026-2639,XML External Entity Injection,XML External Entity Injection affecting NOTIF-SVC-01. Category: XXE. Identified during routine Rapid7 scan.,High,8.1,AST-033,APP-20,Rapid7,RAP-972994,22,SSH,2026-05-03,2026-05-06,Triaged,Vikram Patel,2026-05-18,Production,true,false,High,High,73,0.6,CWE-611 (XML External Entity Reference),false,,,
VULN-0116,CVE-2026-8171,Weak Password Hashing Algorithm (MD5),Weak Password Hashing Algorithm (MD5) affecting FRAUD-SVC-02. Category: Weak Cryptography. Identified during routine Tenable scan.,Medium,4.2,AST-025,APP-14,Tenable,TEN-887454,3306,TCP,2026-05-31,2026-06-03,New,,2026-06-30,Production,false,true,High,Medium,46,0.94,CWE-916 (Use of Password Hash With Insufficient Computational Effort),false,,,
VULN-0117,CVE-2026-8709,Default Credentials on Management Interface,Default Credentials on Management Interface affecting MOBILE-APP-02. Category: Default Credentials. Identified during routine Qualys scan.,High,7.2,AST-038,APP-22,Qualys,QUA-930138,5432,TCP,2026-04-05,2026-04-07,New,,2026-04-20,Production,true,true,High,Medium,78,0.31,CWE-798 (Use of Hard-coded Credentials),false,,,
VULN-0118,CVE-2026-7744,Default Credentials on Management Interface,Default Credentials on Management Interface affecting NOTIF-SVC-02. Category: Default Credentials. Identified during routine Nessus scan.,Critical,9.9,AST-034,APP-20,Nessus,NES-315801,80,TLS,2026-08-31,2026-09-02,Closed,Tanmay Singh,2026-09-07,Staging,false,true,High,High,94,0.25,CWE-798 (Use of Hard-coded Credentials),false,,,
